StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,Q_RecaptchaScore,Consent,Age,Gender,Gender_3_TEXT,Race,Race_8_TEXT,Education,Party,Party_8_TEXT,PartyRep,PartyDem,PartyLean,PO,POLib,POCon,POLean,Voter1Dem,Voter1Sup,Voter1Fair,Voter1GovParty,Voter1Party,Election1Dem,Election1Sup,Election1Fair,Election1GovParty,Election1Party,ATTN,Compromise1Dem,Compromise1Sup,Compromise1Fair,Compromis1GovParty,Compromise1Party,ImportanceRank_1,ImportanceRank_2,ImportanceRank_3,ImportanceRank_4,ImportanceRank_5,ImportanceRank_6,ImportanceRank_7,ImportanceRank_8,ImportanceRank_9,ImportanceRank_10,ImportanceRank_DO,MC_MIP,MC_LIP,MC_Environment,MC_Abortion,MC_Unemployment,MC_Immigration,MC_Healthcare,MC_Education,MC_Gun,MC_Trade,MC_Inflation,MC_Democracy,FeelingTherm_1,FeelingTherm_2,Meta_Ingroup _1,Meta_Ingroup _2,Meta_Ingroup _3,Meta_Ingroup _4,Meta_Ingroup _5,Meta_Ingroup _DO,Meta_Outgroup _1,Meta_Outgroup _2,Meta_Outgroup _3,Meta_Outgroup _4,Meta_Outgroup _5,Meta_Outgroup _DO,Any_Else,BotCheck,Party,Inparty,Outparty,Group,VLoser,EWinner,CompromiseGov,CompromiseLeg,First,mip,lip,FL_77_DO,FL_83_DO,FL_107_DO,FL_73_DO,FL_112_DO,FL_120_DO,FL_115_DO,Voter1_DO,Election1_DO,Compromise1_DO,MOP_DO,MoralizedIdentity_DO
1/11/24 10:37,1/11/24 10:41,0,100,257,1,1/11/24 10:41,1,1,32,2,,1,,5,2,,,-3,,1,-4,,,-2,-2,-2,1,1,-2,-2,-2,-1,-1,3,0,0,-1,1,1,3,6,5,10,1,2,8,9,4,7,6|2|1|7|3|9|8|10|4|5,1,1,1,,,,,,,0,,,73,16,4,4,4,4,3,1|4|5|3|2,4,4,4,4,4,1|5|2|3|4,none,mulholland drive,Democrat,Democrat,Republican,5,,Democrat,Republican,Democrat,Dem,Health care,Illegal immigration,,FL_88,FL_109,Voter1|Compromise1|Election1,MoralizedIdentity|FL_111,,,Voter1N|Voter1GovParty|Voter1Party|Voter1Fair|Voter1Sup|Voter1Dem,Election1|Election1GovParty|Election1Fair|ATTN|Election1Sup|Election1Dem|Election1Party,Compromise1|Compromise1Party|Compromis1GovParty|Compromise1Dem|Compromise1Sup|Compromise1Fair,MC_Environment|MC_MIP|MC_Trade|MC_LIP,FeelingTherm|Meta_Ingroup |Meta_Outgroup 
1/11/24 10:35,1/11/24 10:41,0,100,362,1,1/11/24 10:41,1,1,34,1,,1,,5,2,,,-4,,1,-4,,,3,3,3,-1,-1,-3,-3,-3,1,1,0,3,3,3,-1,-1,9,10,3,8,2,6,7,5,1,4,3|2|6|7|5|4|1|10|9|8,3,3,,,3,3,,,,,,,100,20,4,5,5,4,5,5|4|3|1|2,4,5,5,5,4,3|1|2|5|4,no,Titanic,Democrat,Democrat,Republican,2,Republican,,Republican,Democrat,MOP,Inflation,Abortion,,FL_85,FL_108,,,MoralizedIdentity|FL_121,Compromise1|Voter1|Election1,Voter1|Voter1Dem|Voter1GovParty|Voter1Party|Voter1Sup|Voter1Fair,Election1N|Election1Fair|Election1GovParty|ATTN|Election1Sup|Election1Dem|Election1Party,Compromise1|Compromise1Party|Compromis1GovParty|Compromise1Dem|Compromise1Sup|Compromise1Fair,MC_Immigration|MC_MIP|MC_Unemployment|MC_LIP,FeelingTherm|Meta_Outgroup |Meta_Ingroup 
1/11/24 10:36,1/11/24 10:41,0,100,302,1,1/11/24 10:41,1,1,26,1,,1,,5,2,,,-3,,1,-3,,,-3,-3,-3,1,1,-3,-3,-3,0,-1,3,-3,-3,-3,1,1,8,6,5,2,9,3,10,7,1,4,7|8|4|9|6|3|2|5|1|10,1,3,,,,,,4,,,,3,65,5,3,4,4,4,4,5|3|1|2|4,4,3,3,3,4,5|2|3|4|1,"When ranking the issues of importance for the United States I was ranking them how I feel the United States federal government cares about the issues, not how I personally would rank the issues (that would be really different)",Miracle,Democrat,Democrat,Republican,5,,Democrat,Republican,Democrat,Dem,Inflation,Gun control,,FL_88,FL_109,Compromise1|Election1|Voter1,FL_111|MoralizedIdentity,,,Voter1N|Voter1Sup|Voter1Fair|Voter1GovParty|Voter1Party|Voter1Dem,Election1|Election1Dem|Election1GovParty|ATTN|Election1Party|Election1Fair|Election1Sup,Compromise1|Compromis1GovParty|Compromise1Dem|Compromise1Party|Compromise1Sup|Compromise1Fair,MC_Democracy|MC_LIP|MC_Education|MC_MIP,FeelingTherm|Meta_Ingroup |Meta_Outgroup 
1/11/24 10:34,1/11/24 10:41,0,100,422,1,1/11/24 10:41,1,1,46,1,,1,,3,2,,,-4,,1,-4,,,-3,-3,-3,1,1,-3,-3,-3,1,1,3,-3,-3,-3,1,1,2,4,9,8,3,5,6,10,7,1,9|8|6|1|4|7|10|2|5|3,4,1,,3,,,,,,,1,,95,5,5,5,5,5,5,4|2|5|1|3,4,5,5,4,4,5|3|1|4|2,"I may be a little biased against Republicans.  I used to be a Republican, until 2016.",Glory,Democrat,Democrat,Republican,2,Republican,,Republican,Democrat,Dem,Democracy,Free trade agreements,,FL_85,FL_109,Election1|Voter1|Compromise1,FL_111|MoralizedIdentity,,,Voter1|Voter1Party|Voter1Sup|Voter1Dem|Voter1GovParty|Voter1Fair,Election1N|Election1Sup|Election1Fair|ATTN|Election1Dem|Election1Party|Election1GovParty,Compromise1|Compromise1Sup|Compromis1GovParty|Compromise1Fair|Compromise1Dem|Compromise1Party,MC_Inflation|MC_LIP|MC_Abortion|MC_MIP,FeelingTherm|Meta_Outgroup |Meta_Ingroup 
1/11/24 10:38,1/11/24 10:42,0,100,229,1,1/11/24 10:42,1,1,34,1,,5,,3,3,,,,-1,3,,,-1,-3,-3,-3,1,1,0,2,2,-1,0,3,-3,-3,-3,1,1,4,9,2,7,8,5,6,10,1,3,1|4|6|5|8|10|3|2|9|7,0,0,1,,,,,1,,,,,60,40,1,1,1,3,3,4|5|2|1|3,1,1,1,3,3,1|3|4|2|5,No.,Schindler's List,Democrat,Democrat,Republican,4,Democrat,Democrat,,,MOP,Inflation,Free trade agreements,,FL_87,FL_108,,,MoralizedIdentity|FL_121,Compromise1|Voter1|Election1,Voter1|Voter1Fair|Voter1Sup|Voter1GovParty|Voter1Dem|Voter1Party,Election1|Election1Party|Election1GovParty|ATTN|Election1Dem|Election1Fair|Election1Sup,Compromise1N|Compromise1Sup|Compromise1Party|Compromise1Dem|Compromis1GovParty|Compromise1Fair,MC_Environment|MC_MIP|MC_Education|MC_LIP,FeelingTherm|Meta_Ingroup |Meta_Outgroup 
1/11/24 10:35,1/11/24 10:42,0,100,373,1,1/11/24 10:42,0.699999988,1,37,1,,1,,5,2,,,-3,,1,-3,,,-2,-3,-3,1,1,-2,-2,-2,1,1,3,0,0,0,0,0,4,5,9,8,2,3,6,10,7,1,7|8|6|5|9|4|1|3|10|2,4,1,,1,1,,,,,,,,58,1,2,3,3,2,3,4|5|2|3|1,5,4,4,3,3,5|3|2|4|1,,Star Wars,Democrat,Democrat,Republican,1,Republican,Republican,,,MOP,Democracy,Free trade agreements,,FL_84,FL_108,,,FL_121|MoralizedIdentity,Compromise1|Voter1|Election1,Voter1|Voter1Fair|Voter1Dem|Voter1Party|Voter1Sup|Voter1GovParty,Election1|Election1Party|Election1Fair|ATTN|Election1Sup|Election1Dem|Election1GovParty,Compromise1N|Compromise1Sup|Compromise1Party|Compromise1Fair|Compromise1Dem|Compromis1GovParty,MC_Abortion|MC_LIP|MC_Unemployment|MC_MIP,FeelingTherm|Meta_Outgroup |Meta_Ingroup 
1/11/24 10:36,1/11/24 10:42,0,100,330,1,1/11/24 10:42,1,1,41,2,,1,,2,2,,,-4,,1,-3,,,-3,-3,-3,1,1,-2,-1,-2,-1,-1,3,0,-2,-2,0,0,10,4,3,8,1,2,7,9,5,6,3|1|7|8|2|5|9|6|4|10,3,1,,,,,,,,,1,2,62,36,3,2,2,3,3,2|1|3|5|4,3,3,2,3,4,4|3|1|2|5,,Dirty Dancing,Democrat,Democrat,Republican,4,Democrat,Democrat,,,MOP,Health care,The environment,,FL_87,FL_108,,,FL_121|MoralizedIdentity,Election1|Voter1|Compromise1,Voter1|Voter1Fair|Voter1Party|Voter1GovParty|Voter1Sup|Voter1Dem,Election1|Election1GovParty|Election1Party|ATTN|Election1Sup|Election1Fair|Election1Dem,Compromise1N|Compromis1GovParty|Compromise1Dem|Compromise1Party|Compromise1Fair|Compromise1Sup,MC_Inflation|MC_MIP|MC_Democracy|MC_LIP,FeelingTherm|Meta_Ingroup |Meta_Outgroup 
1/11/24 10:35,1/11/24 10:42,0,100,412,1,1/11/24 10:42,1,1,41,2,,2,,3,2,,,-3,,1,-3,,,-2,-3,-2,0,0,-1,0,-1,0,0,3,-2,-2,-2,1,0,9,7,3,10,2,4,5,8,1,6,9|6|8|5|3|1|2|4|10|7,2,3,3,,,,,,4,,,,76,26,3,4,3,4,4,3|2|1|5|4,2,2,1,1,1,2|4|1|5|3,No,Taken,Democrat,Democrat,Republican,4,Democrat,Democrat,,,MOP,Inflation,Illegal immigration,,FL_87,FL_108,,,FL_121|MoralizedIdentity,Compromise1|Voter1|Election1,Voter1|Voter1GovParty|Voter1Party|Voter1Fair|Voter1Sup|Voter1Dem,Election1|Election1Fair|Election1Sup|ATTN|Election1Dem|Election1GovParty|Election1Party,Compromise1N|Compromise1Sup|Compromis1GovParty|Compromise1Party|Compromise1Dem|Compromise1Fair,MC_Environment|MC_MIP|MC_Gun|MC_LIP,FeelingTherm|Meta_Ingroup |Meta_Outgroup 
1/11/24 10:35,1/11/24 10:43,0,100,486,1,1/11/24 10:43,0.899999976,1,61,2,,1,,5,2,,,-2,,1,-3,,,-3,-3,-3,-1,-1,-3,-3,-3,0,0,3,-2,-2,-3,1,1,2,4,9,3,6,8,1,7,5,10,4|8|7|9|6|3|10|5|1|2,4,2,,,,,4,,,,3,,52,35,4,3,2,3,3,2|1|5|4|3,3,1,1,2,2,5|1|4|2|3,I believe that as a progressive society we have an obligation to help the poor.,Casablanca,Democrat,Democrat,Republican,2,Republican,,Republican,Democrat,Dem,Gun control,Democracy,,FL_85,FL_109,Election1|Voter1|Compromise1,MoralizedIdentity|FL_111,,,Voter1|Voter1Sup|Voter1Dem|Voter1GovParty|Voter1Party|Voter1Fair,Election1N|Election1Fair|Election1Dem|ATTN|Election1Party|Election1Sup|Election1GovParty,Compromise1|Compromis1GovParty|Compromise1Fair|Compromise1Party|Compromise1Dem|Compromise1Sup,MC_Healthcare|MC_MIP|MC_Inflation|MC_LIP,FeelingTherm|Meta_Outgroup |Meta_Ingroup 
1/11/24 10:36,1/11/24 10:43,0,100,455,1,1/11/24 10:43,1,1,46,2,,2,,3,2,,,-4,,1,-4,,,-2,-2,-2,-1,-1,0,-1,-1,0,0,3,0,0,0,1,0,6,9,5,8,2,4,3,10,7,1,8|6|7|3|4|1|10|9|2|5,4,3,4,,,,2,,,,,,81,81,4,3,3,3,3,3|5|2|4|1,3,3,3,3,3,2|4|1|5|3,,the color purple,Democrat,Democrat,Republican,1,Republican,Republican,,,Dem,Democracy,Free trade agreements,,FL_84,FL_109,Compromise1|Election1|Voter1,FL_111|MoralizedIdentity,,,Voter1|Voter1GovParty|Voter1Party|Voter1Dem|Voter1Sup|Voter1Fair,Election1|Election1GovParty|Election1Fair|ATTN|Election1Party|Election1Dem|Election1Sup,Compromise1N|Compromise1Party|Compromise1Dem|Compromise1Fair|Compromise1Sup|Compromis1GovParty,MC_Healthcare|MC_MIP|MC_Environment|MC_LIP,FeelingTherm|Meta_Ingroup |Meta_Outgroup 
1/11/24 10:37,1/11/24 10:43,0,100,348,1,1/11/24 10:43,0.899999976,1,24,1,,2,,3,2,,,-3,,1,-3,,,-2,-2,-2,0,0,-1,0,0,-1,-1,3,-2,-2,-2,1,1,3,7,6,8,4,2,9,10,5,1,10|6|1|3|2|4|5|9|7|8,2,2,,,,,,,2,,2,,100,30,4,5,4,3,5,4|5|2|1|3,1,1,1,2,1,3|2|4|1|5,,Oppenheimer,Democrat,Democrat,Republican,5,,Democrat,Republican,Democrat,Dem,Democracy,Free trade agreements,,FL_88,FL_109,Voter1|Election1|Compromise1,FL_111|MoralizedIdentity,,,Voter1N|Voter1Party|Voter1Sup|Voter1Dem|Voter1Fair|Voter1GovParty,Election1|Election1Sup|Election1Party|ATTN|Election1Fair|Election1Dem|Election1GovParty,Compromise1|Compromise1Fair|Compromise1Sup|Compromise1Party|Compromis1GovParty|Compromise1Dem,MC_Inflation|MC_MIP|MC_Gun|MC_LIP,FeelingTherm|Meta_Outgroup |Meta_Ingroup 
1/11/24 10:35,1/11/24 10:43,0,100,508,1,1/11/24 10:43,0.899999976,1,39,2,,1,,6,2,,,-2,,3,,,0,-2,-1,-2,0,-1,0,0,0,0,1,3,-1,-2,-2,0,0,10,7,3,2,5,4,6,9,1,8,7|5|9|2|8|4|3|10|1|6,0,0,,,,,1,,,,,0,75,75,5,4,2,3,3,2|1|4|5|3,5,3,2,4,4,4|1|3|5|2,The question about the governors (in)action is hard to understand because if he acted on what the FBI said then the democrats might benefit but if he ignores them and doesn't act then the republicans might benefit. You can read that question two ways.,The Haunting of Hill House,Democrat,Democrat,Republican,1,Republican,Republican,,,Dem,Inflation,The environment,,FL_84,FL_109,Voter1|Compromise1|Election1,MoralizedIdentity|FL_111,,,Voter1|Voter1Sup|Voter1Fair|Voter1Party|Voter1Dem|Voter1GovParty,Election1|Election1GovParty|Election1Dem|ATTN|Election1Fair|Election1Party|Election1Sup,Compromise1N|Compromise1Dem|Compromise1Sup|Compromis1GovParty|Compromise1Party|Compromise1Fair,MC_Healthcare|MC_MIP|MC_Democracy|MC_LIP,FeelingTherm|Meta_Outgroup |Meta_Ingroup 
1/11/24 10:39,1/11/24 10:43,0,100,243,1,1/11/24 10:43,0.899999976,1,58,2,,1,,5,2,,,-3,,1,-3,,,-2,-3,-2,0,0,-1,-2,-1,0,0,3,-3,-3,-3,1,1,1,4,10,9,2,3,8,7,5,6,7|4|3|2|5|9|6|8|10|1,4,0,,,,2,,,,,0,,65,5,4,4,4,4,4,1|2|5|3|4,4,4,3,5,5,5|3|1|2|4,No,The Ghost and Mrs. Muir,Democrat,Democrat,Republican,2,Republican,,Republican,Democrat,MOP,The environment,Unemployment,,FL_85,FL_108,,,FL_121|MoralizedIdentity,Voter1|Election1|Compromise1,Voter1|Voter1GovParty|Voter1Sup|Voter1Dem|Voter1Fair|Voter1Party,Election1N|Election1Dem|Election1Party|ATTN|Election1Sup|Election1Fair|Election1GovParty,Compromise1|Compromis1GovParty|Compromise1Dem|Compromise1Party|Compromise1Fair|Compromise1Sup,MC_Inflation|MC_LIP|MC_Immigration|MC_MIP,FeelingTherm|Meta_Outgroup |Meta_Ingroup 
1/11/24 10:39,1/11/24 10:44,0,100,298,1,1/11/24 10:44,1,1,43,1,,7,,5,2,,,-4,,1,-4,,,-3,-3,-3,-1,1,0,3,3,-1,1,3,-3,-3,-3,0,0,10,4,2,7,3,5,6,9,1,8,6|2|4|1|3|10|7|5|9|8,0,4,,,,,,,,0,,2,5,0,5,5,5,5,5,2|5|3|4|1,5,5,5,5,5,4|3|1|5|2,,Big Lebowski,Democrat,Democrat,Republican,4,Democrat,Democrat,,,Dem,Inflation,The environment,,FL_87,FL_109,Election1|Compromise1|Voter1,FL_111|MoralizedIdentity,,,Voter1|Voter1Party|Voter1GovParty|Voter1Sup|Voter1Dem|Voter1Fair,Election1|Election1Party|Election1Sup|ATTN|Election1GovParty|Election1Dem|Election1Fair,Compromise1N|Compromise1Sup|Compromis1GovParty|Compromise1Party|Compromise1Dem|Compromise1Fair,MC_Democracy|MC_LIP|MC_Trade|MC_MIP,FeelingTherm|Meta_Outgroup |Meta_Ingroup 
